id,text,user_1,user_2,category_1,category_2
110,"SUBSIDIES: There was an interesting article a couple weeks ago from Washington Monthly that I meant to blog on, but, as is the case 99% of the time I think that, didn’t. I don’t agree with much of the analysis, but think it’s a good faith effort to explore the issue. More broadly, the “subsidy conversation"" is gaining more traction politically and in the media – but as expected, has quickly become partisan, polemic and overly simplistic on all sides (for just one example, check out the comments thread at this article). It’s a much, much bigger and more nuanced conversation that I’ve tried to touch on in several blogs, and through fact sheets on innovation and deployment. I find that certain questions tend to go unanswered, which is unfortunate, as addressing them could really illuminate the debate: 1) why do we have subsidies in the first place (IMO: to address market failures and barriers that are stifling socially optimal levels of investment) 2) how can they be most effective (IMO: by providing clear and stable support mechanisms that encourage diversity in innovation) and, 3) importantly, when should they end (IMO: when technologies mature and a level-playing field exists in a competitive marketplace). Much more stuff is available on this topic (see my previous post for a dozen links) and more wonky but still awesome (alright to some) academic literature here, here, here and here. I really should write more on this topic.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
111,"Practically all opponents of the EPA?s new rules are taking the same tack. They seem to think that they can thwart the so-called ?war on coal? while accepting the main reason for the regulations, the highly debatable premise that we can control Earth?s climate merely by adjusting our carbon-dioxide emissions.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,1,2
112,"Steyn is trying crowdfunding, would be interesting to see how he is doing.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
113,"1. Fear of large multinational companies. Are they also afraid of Toyota cars and Boeing airplanes? Both companies provide products in exchange for cash. If a farmer didn't want the biotech product, he needn't buy it.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
114,"Early this morning, when I skimmed through the night's news, dk i p this little prla from the BBC. In this short article, we read that scientists now come to the conclusion that global uppvrmningens effect is irreversible and that temperatures will frbli HGA at least a thousand years to, even if we manage to strangle utslppen of CO2. The study published in the journal Proceedings of the National Academy of Sciences.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
115,"Her students, through their actions, give her hope. At the high school where she and Vellardito teach, the environmental club has grown to 120 students from a typical 25. And more students are going on to study environmental majors in college.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
116,"At the climate activist website Desmogblog, writer and author Chris Mooney says he is appalled at this Washington Postarticle for what he regards as its tarring of climate scientists as radicals or political operatives.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
117,"As much of the northern hemisphere last week froze under the snows of the fourth unusually cold winter in a row, our ministers, led by David Cameron and Chris Huhne, the Climate Change Secretary, laid out a blueprint that promises to inflict on Britain a social and economic catastrophe unique in the world. They chose this moment to announce what Mr Huhne called ?a seismic shift? in Britain?s energy policy, the purpose of which, according to Mr Cameron, is to replace our ?clapped-out? electricity supplies by making Britain ?the greenest economy in the world?.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,1
118,https://www.publicintegrity.org/2017/11/09/21275/behind-scenes-look-sco…,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
119,Regional diabatic heating can also cause atmospheric teleconnections that influence regional climate thousands of kilometers away from the point of forcing.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
120,"CEI Expert Available to Comment: Vice President for Policy Wayne Crews on how ""new media"" makes old arguments about ownership obsolete:",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
121,"Peterson last week told the Hill newspaper that he has lined up 45 members of the House Democratic Caucus to oppose the Waxman-Markey Clean Energy and Security Act, a major climate change mitigation bill that Speaker Nancy Pelosi wants to bring to the floor for a vote by July 4. If Peterson is not bluffing -- and he'd have to have the world's best poker face to pull that one off -- then he has the votes to kill the bill.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
122,seems this expedition was more a BBC/Guardian/ABC CAGW exercise!,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
123,"While it’s true that it could take years, decades or more to curb climate change or improve forest health, we can’t afford to sit around and wait. There are at least four immediate steps we can take to stop, or at least slow down, the deadly cycle of fires.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
124,making America more energy independent has inverted an equation that,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
125,Greenlands surface gained mass yesterday for the first time this summer. The net surface gain over the past year has been 300 billion tons.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
126,The study notes that this ridge which has resulted in decreased rain and snowfall since 2011 is almost opposite to what computer models predict would result from human-caused climate change.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
127,"Meanwhile, interest in FISHE and other small-scale fishery management tools is growing in other countries in Latin America and beyond.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
128,"new un sanctions resolution several months later. Indeed, the inconvenient fact for",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
129,Shlaes's achievement stands out for the devastating effect of its understated prose and for its wide sweep of characters and themes. It deserves to become the preeminent revisionist history for general readers.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
130,"As reported by the Daily Caller News Foundation, Smith said: ""It is this committee's oversight role to ensure that federal science agencies are transparent and accountable to the taxpayers who fund their research."" He added: ""Americans are tired of research conducted behind closed doors where they only see cherry-picked conclusions, not the facts.""",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,0
131,11:30-12:30,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
132,"For a unique paddling experience, kayak a primeval blackwater stream through Dragon Flats Preserve. A TNC partner, Friends of Dragon Run, offers kayak trips with expert interpretation through this remote and otherwise inaccessible swamp.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
133,"In both cases, plants absorb CO 2 through stomata in their leaves and they need a very large amount of water to grow. A higher CO 2 concentration allows them to reduce the number of stomata and save water, if I simplify things a bit. So one may say that a higher CO 2 helps the plants to deal with the shortage of water.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
134,we are all trying so hard to put humpty dumpty back together,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
135,Global warming isnt happening - temperatures have gone nowhere for 20 years. Yet we continue to spend billions fixing a non-existent problem.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
136,"James Stafford: Renewable energy is more expensive than fossil fuels, so how can people be persuaded to choose the less economical option of renewables over the likes of coal and natural gas?",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,1
137,"As vilification of Soon demonstrates, however, climate politics wont accommodate alternative views. With their motivating theory increasingly challenged by observation, proponents of extreme precaution have gone from name-callingdeniers, Neanderthalsto character assassination. Their tactics exude desperation and undermine their credibility.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
